Team,Spiel,Nachname,Vorname,Punkte,FWVersuche,FWTreffer,2er,3er,Fouls
 TSB Schwäbisch Gmünd 2, 65,Hellmann,Micha-Benjamin,18.0,0.0,0.0,9.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 65,Lehmann,Oliver,2.0,0.0,0.0,1.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 65,Magkoutas,Konstantinos,2.0,0.0,0.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 65,Rommel,David,18.0,8.0,6.0,3.0,2.0,1.0
 TSB Schwäbisch Gmünd 2, 65,Schwenk,Marvin,6.0,2.0,0.0,3.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 65,Senge,Leon,0.0,0.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 65,Weller,Ben,21.0,1.0,0.0,3.0,5.0,3.0
 Sportvg Feuerbach 3, 65,Berkant,Kurban,0.0,0.0,0.0,0.0,0.0,1.0
 Sportvg Feuerbach 3, 65,Hönig,Thomas,9.0,5.0,3.0,3.0,0.0,3.0
 Sportvg Feuerbach 3, 65,Kebede,Musse,10.0,4.0,2.0,4.0,0.0,0.0
 Sportvg Feuerbach 3, 65,Kotromanovic,Marko,6.0,0.0,0.0,3.0,0.0,0.0
 Sportvg Feuerbach 3, 65,Nowak,Alexander,10.0,6.0,4.0,3.0,0.0,2.0
 Sportvg Feuerbach 3, 65,Pelkner,Niklas,2.0,2.0,0.0,1.0,0.0,0.0
 Sportvg Feuerbach 3, 65,Scharpf,Robert,2.0,0.0,0.0,1.0,0.0,1.0
 Sportvg Feuerbach 3, 65,Schneider,Max,15.0,4.0,3.0,6.0,0.0,4.0
 Sportvg Feuerbach 3, 65,Siddalingappa,Arun,3.0,0.0,0.0,0.0,1.0,3.0
 Sportvg Feuerbach 3, 65,Skrimizeas,Dimitrios,3.0,2.0,1.0,1.0,0.0,0.0
 Aalener Sportallianz, 48,Altevogt,Daniel,32.0,13.0,9.0,10.0,1.0,3.0
 Aalener Sportallianz, 48,Csatlos,Tibor,0.0,0.0,0.0,0.0,0.0,3.0
 Aalener Sportallianz, 48,Fuchs,Rene,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 48,Isik,Mehmet Berke,0.0,0.0,0.0,0.0,0.0,1.0
 Aalener Sportallianz, 48,****,***,10.0,2.0,0.0,5.0,0.0,3.0
 Aalener Sportallianz, 48,Mystiroudis,Ioannis,6.0,0.0,0.0,3.0,0.0,3.0
 Aalener Sportallianz, 48,Mystiroudis,Thrasyvoulos,0.0,0.0,0.0,0.0,0.0,2.0
 Aalener Sportallianz, 48,Pekka,Emeric,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 48,Pekka,Imre,9.0,0.0,0.0,0.0,3.0,4.0
 Aalener Sportallianz, 48,Wigel,Alexander,1.0,2.0,1.0,0.0,0.0,3.0
 TSV Essingen, 48,Demirtas,Luca,15.0,1.0,1.0,1.0,4.0,2.0
 TSV Essingen, 48,Mehajer,Jaafar,13.0,3.0,3.0,5.0,0.0,4.0
 TSV Essingen, 48,Müller,Peter,0.0,0.0,0.0,0.0,0.0,0.0
 TSV Essingen, 48,Penz,Julian,14.0,3.0,1.0,5.0,1.0,3.0
 TSV Essingen, 48,Seyum,Alexander,17.0,9.0,5.0,6.0,0.0,3.0
 TSV Essingen, 48,Walter,Martin,8.0,3.0,2.0,3.0,0.0,3.0
 TSV Essingen, 48,****,***,13.0,4.0,3.0,2.0,2.0,3.0
 TSV Essingen, 48,Zimmermann,Manfred,9.0,2.0,1.0,4.0,0.0,3.0
